微博创建时间,微博url,点赞数,转发数,评论数,工具,关键词,微博内容,情感得分,TF-IDF关键词,TextRank关键词
2018/1/20 12:58,https://weibo.com/1642585887/FFdVSahEh,22,22,19,微博 weibo.com,A股,#上市公司那点事儿# 【最穷A股公司：账上仅剩178元 报价18万卖官网域名】停牌近两年的*ST华泽竟因为“穷”当了一次网红。近日，*ST华泽因自曝公司官网“欠费停机”而广受关注，被称为“最穷上市公司”。中新经纬发现，目前该公司官网域名已被公开挂出转让，报价18万元。事实上，A股3400多家上市公司，除“最穷”的*ST华泽外，还有一些公司也超出了你的想象力。http://t.cn/RQpWM5R,27.15302546,官网 ST 最穷 A股 18 ,公司 官网 域名 停机 报价 
2018/1/21 13:33,https://weibo.com/1649173367/FFnAAb6cx,27,18,7,微博 weibo.com,A股,【A股加速进入行业寡头时代？看看行业大佬怎么说】2017年，A股行情说明中国经济的行业集中度加速提升，寡头化时代正悄然来临。去年，传统产业股票大幅上涨后，依靠新经济转型的中国经济还需不需要传统产业，市场对此存在争议。这场源于盈利驱动的价值投资盛宴，2018年能否继续上演？http://t.cn/RQW3SEX,25.8031733,A股 传统产业 寡头 行业 加速 ,经济 行业 中国 传统产业 寡头 
2018/1/21 0:11,https://weibo.com/1699540307/FFilh6FoG,31,17,36,微博 weibo.com,A股,【乐视网复牌之后的机会】新年后的这个月里，2017年A股市场里现象级的个股黑天鹅“乐视网”似乎有进入下一章的迹象。当19号乐视网以一系列公告“摊牌”之后，投资者恐怕还是倒吸一口凉气。根据公告，乐视网计划下周二召开投资者说明会。乐视网真的要在近期复牌吗？有多少个跌停在前面等着它？详戳↓ http://t.cn/RQOkIq0,25.31974977,视网 复牌 2017 A股 19 ,视网 公告 投资者 现象 计划 
2018/1/20 16:36,https://weibo.com/3053584302/FFfmnbt5a,27,0,9,魅族 MX6 遇见好照片,A股,2018开年小伙伴们又有好消息了[委屈]只有短短的10几天仅银行板块就已经市值增长1.2万亿[钱]市场中1.3万亿小伙伴是不是又可以平均到小9000呢[嘘]小伙伴们你们收到了吗[允悲]A股现在只有两种票一种叫上证50票，一种叫其他票[可怜]#盘前小点兵##新年新套路#,19.22858009,小伙伴 万亿 2018 10 1.2 ,小伙伴 小点 好消息 板块 市值 
2018/1/20 20:29,https://weibo.com/1624137625/FFgTc0wB0,31,19,1,360安全浏览器,A股,金融股更适合用市净率指标来评判估值高低，截至昨日，在9家已披露年报业绩预告且预喜的金融类公司中，有6家公司市净率处于在2倍以下：渤海金控(1.16倍)、宝硕股份(1.34倍)、五矿资本(1.43倍)、宁波银行(1.88倍)、经纬纺机(1.90倍)和$江阴银行 sz002807$ (1.91倍)等。在价值投资风格继续主导当前A股市场的背景下，这些低估值年报预喜金融股值得关注。,41.60795904,预喜 市净率 金融股 年报 金控 ,预喜 年报 估值 银行 市净率 
2018/1/21 6:46,https://weibo.com/1801487174/FFkVnwDEA,23,20,10,微博 weibo.com,A股,【云南信托“重仓股”频暴跌 “去通道”监管影响渐显】涌金系旗下的云南信托一直都对股票市场情有独钟，不过随着信托行业监管的收紧以及股票市场风向的转变，向来在A股市场顺风顺水的云南信托近来频频踩雷，其所重仓的股票接连跌停。（中国经营报） 云南信托“重仓股”频暴跌 “去通道”监管影响渐显,11.10401927,信托 云南 渐显 监管 重仓股 ,信托 云南 监管 跌停 通道 
2018/1/20 15:11,https://weibo.com/1862817181/FFeO061Ch,40,11,8,微博 weibo.com,A股,#小玫看盘# #今日看盘# 不知道是不是第一个宣布这个判断的博主，但昨天本博已在长微博中宣布：A股的初牛已来！2018的收益可期，好好珍惜，好好把握，不断预告，不断验证！,19.68020804,看盘 好好 小玫 博主 本博 ,宣布 预告 A股 看盘 知道 
2018/1/21 10:30,https://weibo.com/1988800805/FFmoiFMml,31,44,58,微博 weibo.com,A股,【华大基因2亿元开始人造生命 有谱没谱概念先玩上】这家基因检测公司上市以来，深陷各种争议和造假丑闻，近期又玩起了人造生命的概念，可研发投入与其目标并不相符。A股的一家公司将在10年内实现人造生命？更重要的是，1-2亿元左右的研发投入确实太低了。华大基因2亿元开始人造生命 有谱没谱概念先玩上,-5.991875515,人造 生命 华大基因 有谱 先玩上 ,生命 人造 公司 深陷 上市 
2018/1/20 16:26,https://weibo.com/1193725273/FFfij8MvC,27,31,11,微博 weibo.com,A股,【“富二代”借600元起家，如今增值1亿倍，秘诀只有6个字】在全球经济不景气以及国内房地产调控的双面夹击之下，家居企业的日子并不好过，但有一家企业，不仅营收连续四年增长，战胜国际巨头，2018年1月17日还登陆A股，开盘即涨43.99%，市值曾一度高达580亿，是首家横跨港股和A股的家居零售企业，成为家居流通行业名副其实的领头羊。 它就是红星美凯龙，这家企业的名字有点“土洋结合”，创始人车建新的成长轨迹也与品牌极为契合：出身普通农家，根生于传统文化，却不甘平庸，不断求新求变。 曾有媒体这样评价车建新：“温文尔雅，总是带着笑意，没有行业老大的飞扬跋扈，反而闪烁着若隐若现的天真。”http://t.cn/RQ0o9sQ,67.99700245,家居 A股 建新 企业 土洋结合 ,家居 企业 A股 建新 行业 
2018/1/21 0:13,https://weibo.com/1956700750/FFilWdbFg,51,20,31, ,A股,【仲继银：阿里腾讯不在A股上市是中国资本市场的悲哀】百度在纳斯达克上市，阿里在纽交所上市，腾讯在港交所上市，我们国内最优秀的一批互联网公司，都没有在A股上市。中国社科院研究员仲继银认为，这是中国资本市场的悲哀，“我们仅仅是这些公司的消费者，而不是他们的股东。”,-15.01715904,上市 仲继银 A股 腾讯 悲哀 ,上市 中国 A股 市场 资本 
2018/1/20 22:34,https://weibo.com/1917488115/FFhI1snTm,103,13,29,华为Ascend Mate7,A股,【14天市值飙升1.2万亿！开年后的A股：一种叫金融股，一种叫其他股】进入2018年之后，A股走出了一轮许久未见的上涨行情，先收下纪录级别的十一连阳，在一根阴线之后，又走出四连阳。A股的强势行情，金融股功不可没，甚至有人总结道：A股市场这几天只有两种股票，一种叫金融股，一种叫其他股……http://t.cn/RQNxGrD,12.79964117,A股 金融股 连阳 一种 14 ,A股 行情 连阳 走出 金融股 
2018/1/21 7:36,https://weibo.com/5994820427/FFlfYDUlc,41,93,3,可爱的??iPhone 6s Plus,A股,我发表了头条文章:《干货分享：A股市场行业龙头股名单一网打尽》 干货分享：A股市场行业龙头股名单一网打尽,17.12240306,A股 干货 一网打尽 行业龙头 分享 ,干货 市场 A股 分享 行业龙头 
2018/1/20 22:03,https://weibo.com/1787567623/FFhvtnW7n,26,32,5,Weibo.intl,A股,【区块链技术要到2025年才成熟 现在这么火正常吗？】区块链突然成为A股市场追逐的热点，数十家上市公司在宣布涉足区块链概念后大涨。上交所和深交所均发布公告，强化对区块链炒作的监管。次日，区块链概念遭到重挫。能在两周内引爆市场又迅速“哑火”的区块链究竟是什么？它的未来会怎样？via@界面 [组图共6张],18.62497086,区块 哑火 2025 A股 后大涨 ,区块 概念 市场 A股 追逐 
2018/1/19 12:32,https://weibo.com/2527963232/FF4kYyXqx,72,47,114,超话,A股,2018-1-19早评:        大盘持续创新高确实十分强势，但考虑到整体赚钱效应不佳，所以指数 表现存在明显失真，A股结构性分化行情也并未因为指数走牛而有根本改观。而从金融股这两天冲高回落的走势来看，短线操作上追高追强被套风险依旧很大，投资者仍注意以低吸为主。　　与以往炒作不同的是，现在的热点是相对多元化的，运行路径较为曲折，绝对的主线运行周期也不长。由于主力资金选择面更广，给投资者的感觉是，好像很多股都有机会，但又不好把握。建议投在投资过程中筛选基本面优秀，并且主营业务收入及利润大幅增长的品种是较为安全和理想的选择！,-26.9658347,选择面 2018 19 早评 A股 ,投资者 运行 考虑 不长 利润 
2018/1/21 14:55,https://weibo.com/5876193519/FFo8brR7U,51,39,39,微博 weibo.com,A股,A股部分公司PEG排名，前三名$蒙草生态 sz300355$  $晨鸣纸业 sz000488$  $神州长城 sz000018$ ，本次加入$迪森股份 sz300335$ 。 #PEG排名#  （源自雪球-小鹿进门） [组图共3张],21.91989503,PEG 排名 A股 蒙草 sz300355 ,进门 部分 纸业 长城 股份 
2018/1/21 12:36,https://weibo.com/5993531560/FFndrB7Hq,5,22,10,微博 weibo.com,A股,【罗辑思维拟2018申请A股IPO 知识付费上市路将开启？[笑而不语]】拥有600多万粉丝的“罗胖”，要带领他的《罗辑思维》进军A股了？目前，知识付费持续获资本青睐，仍处于高速增长中。尽管风口谁能拔得头筹暂未可知，但若能抢先一步登陆资本市场对品牌溢价势能产生更大助力。（经济观察报）你怎么看？,31.20742677,罗辑 A股 付费 思维 知识 ,资本 付费 拥有 A股 知识 
2018/1/20 18:02,https://weibo.com/1664176597/FFfVEn6VO,5,14,12,微博 weibo.com,A股,【都说1月是解禁高峰，为何股指反而创出新高？】 早在2017年第四季度伊始，市场便早早观察到，2018年1月A股将迎来解禁洪峰，并进而成为市场在去年11月步入了长达一个半月周期的调整季的重要导火索。但是这种“解禁论”终被指数的不断攀升而“打脸”，而“解禁魔咒”也越来越疑似成为黄粱一梦。 http://t.cn/RQ08lNG,16.06075458,解禁 黄粱一梦 2017 2018 A股 ,解禁 股指 市场 成为 步入 
2018/1/19 16:32,https://weibo.com/5748565088/FF5UCB3zm,26,13,13,荣耀V8 脱影而出,A股,炒了半天，最后发现不是A股港股化，而是港股A股化。本来么，太阳怎么可能绕着地球转，都是股市伪科学家去年喊出来的[允悲],-4.45597437,A股 港股 允悲 喊出来 科学家 ,可能 港股 股市 科学家 喊出来 
2018/1/19 21:23,https://weibo.com/5645756008/FF7ODzofi,10,11,2,iPhone X,A股,我发表了头条文章:《港股A股化，A股港股化，一个统一的中国资本市场将呼之欲出》 港股A股化，A股港股化，一个统一的中国资本市场将呼之欲出,16.65676314,A股 港股 呼之欲出 统一 头条 ,A股 港股 统一 资本 市场 
2018/1/20 22:57,https://weibo.com/5886617411/FFhR5pG4u,66,14,28,微博 weibo.com,A股,中兴居然出了一个双屏“炒股”手机[生病][生病][生病][生病]……  经常阅读电子书，不知道这样的体验如何。如果要做投资5G这个赛道，在A股用来遏制华为的中兴是唯一选择。[笑cry] $中兴通讯 sz000063$ http://t.cn/RQOQhKU [组图共4张],-13.75893568,生病 中兴 双屏 赛道 5G ,生病 知道 用来 赛道 中兴 
2018/1/20 8:52,https://weibo.com/1673877022/FFck2eQOL,21,36,12,iPhone客户端,A股,对比万亿市值的一瓶酒，潍柴这种全球竞争力的高端制造龙头还在千亿以下真是A股的一个耻辱！[,6.9203541,潍柴 A股 千亿 耻辱 一瓶 ,竞争力 全球 高端 制造 市值 
2018/1/20 9:05,https://weibo.com/1410248531/FFcpE3mci,22,40,21,微博 weibo.com,A股,发布了头条文章：《“最穷上市公司”现象说明了什么》   #原创首发#  #话题词#  就大股东占款来说，实际上也是受到管理层监管的。在A股市场的历史上，管理层还特意对上市公司大股东占款情况进行了专项清欠，当时还取得了较好的成效。然而，清欠归清欠，占款还在发生。象*ST华泽的大股东，在2013～2015年违规占款达到近15亿元。这其中至关重要的一点就是相关制度的缺失，以至大股东把上市公司当成了自己家里的提款机。 http://t.cn/RQpMwAI,19.73501084,占款 清欠 股东 上市公司 管理层 ,占款 清欠 股东 进行 情况 
2018/1/21 16:22,https://weibo.com/1807715644/FFoHotqd1,13,14,29,三星 GALAXY Note8,A股,#郎摘新闻# 【社科院研究员仲继银：阿里腾讯不在A股上市是中国资本市场的悲哀】百度在纳斯达克上市，阿里巴巴在纽交所上市，腾讯在港交所上市，我们国内最优秀的一批互联网公司都没有在A股上市。仲继银认为这是一种无奈，“这种情况下，我们仅仅是这些公司的消费者，而不是股东。”http://t.cn/RQ0lpwt,-18.66831595,上市 仲继银 A股 腾讯 纽交所 ,上市 A股 公司 没有 市场 
2018/1/20 18:58,https://weibo.com/1649173367/FFgi0ghgK,26,14,17,微博 weibo.com,A股,【A股在解禁洪峰下创两年新高，连这些“魔咒”都失灵了】早在2017年第四季度伊始，市场便早早观察到，2018年1月A股将迎来解禁洪峰，并进而成为市场在去年11月步入了长达一个半月周期的调整季的重要导火索。但是这种“解禁论”终被指数的不断攀升而“打脸”，甚至连多次应验的A股“魔咒”也一一失灵。http://t.cn/RQ0Yb2h,7.786260883,A股 魔咒 解禁 失灵 洪峰 ,A股 市场 魔咒 步入 调整 
2018/1/21 18:42,https://weibo.com/1642585887/FFpC1vVUR,12,8,5,超话,A股,#大v看市#【广发策略戴康：A股结构性特征延续 重估大周期】由于本轮机构投资者与居民的赚钱效应差异较大，因此增量资金更多通过委托管理的方式入A股，我们认为符合“更注重业绩增长，性价比更高，投资久期更长”条件的股票将得到青睐，而非部分投资者博弈重复购入重仓股的策略。广发策略戴康：A股结构性特征延续 重估大周期,41.11814853,A股 戴康 重估 策略 广发 ,A股 策略 投资者 结构性 居民 
2018/1/21 19:23,https://weibo.com/1649173367/FFpSEdCj6,19,12,6,微博 weibo.com,A股,【腾挪香港上市平台：“断臂”后万达资产布局路径渐明】万达商业的资产布局正在变得清晰：以文旅和酒店管理为主的轻资产业务在香港上市，以万达广场为主的轻重结合业务则谋求A股上市。经历过出售文旅和酒店项目而“断臂”的万达商业，正在重新实施资产布局。@万达集团 腾挪香港上市平台：“断臂”后万达资产布局路径渐明,43.45815579,万达 断臂 布局 资产 渐明 ,上市 资产 布局 香港 业务 
2018/1/19 9:10,https://weibo.com/1649173367/FF310E1N6,15,11,3,微博 weibo.com,A股,【中国平安盘中股价创历史新高，外资买入逾3亿；这两只个股连续25日被增持】#掘金沪深股通# 18日，统计数据显示，沪深股通资金净流入A股超18亿元。外资通过沪深股通增持A股1000万元以上个股有79只，宝钢股份、长江电力外资持股量创出历史新高；欧派家居和水井坊连续第25个交易日呈现资金净流入的状态。外资继17日抛售大金融板块类个股后，昨日又增仓了金融板块个股。外资减持A股1000万元以上的个股有24只，相较于前一交易日，数量大幅减少。http://t.cn/RQ92lJP,45.2151667,股通 A股 外资 个股 25 ,外资 历史 新高 资金 A股 
2018/1/19 22:08,https://weibo.com/1875034341/FF86YDbKu,15,14,6,微博 weibo.com,A股,【H股全流通，又一场股权分置改革盛宴？】05年A股股权分置改革全面铺开，造就了05-08年A股的大牛市。中信认为，“H股全流通”将令“沪港深三地市场”进一步一体化，意义堪比05年改革，但推出类似当时大规模对价补偿机制的改革方案可能性不大。详见华尔街见闻网站和APP,11.10577938,05 H股 A股 改革 全流通 ,改革 股权 全流通 H股 补偿 
2018/1/19 13:43,https://weibo.com/5748565088/FF4NF6IUn,25,14,12,微博 weibo.com,A股,发布了头条文章：《“天上人间”重返A股》 ――经历6年跌宕起伏，仍在国内院线企业中保持前三。如今谋求A股上市，要看手段够不够多，决心够不够硬。 “天上人间”重返A股,11.7591689,A股 天上人间 够不够 重返 院线 ,A股 天上人间 够不够 文章 重返 
2018/1/20 14:02,https://weibo.com/5192242809/FFelRdJor,20,57,31,微博 weibo.com,A股,富士康可能要在A股上市，从而布局工业互联网，摆脱代工的模式，从品牌的角度，只要你叫富士康这个名字，大家都知道你是代工的[二哈],9.764503795,富士康 代工 A股 二哈 互联网 ,代工 摆脱 布局 工业 上市 
2018/1/19 16:43,https://weibo.com/2772291221/FF5YYFifh,0,25,39,微博 weibo.com,A股,【每周一猜】今晚几家IPO？参与竞猜赢A股脱水研报一份哦~ http://t.cn/RQCfkF1,6.414893365,一猜 IPO A股 研报 http ,脱水 竞猜 A股 参与 研报 
2018/1/19 11:56,https://weibo.com/5676936152/FF46eDjiC,126,16,191,一直播主站,A股,#波浪解读美股解密A股#波浪灯塔-薛武辉的一直播（下载App-&gt;http://t.cn/RqKYxu7）,3.964746793,波浪 美股 A股 薛武辉 App ,A股 直播 下载 解读 灯塔 
2018/1/19 15:38,https://weibo.com/2183570524/FF5yopVP4,18,10,20,雪球网,A股,【史上最穷上市公司！账上只剩178元，网站欠费被关停！】@沪上金融圈   你能想象，堂堂一家A股上市公司，账面上只有100多块钱，是什么情景？我们出门随身带的钱包里恐怕也远远不止这个数。 最近就真有一家这样的公司被曝光，由头竟是因为公司官网突然的“停摆”。就在投资者们纷纷打听官网“去哪儿了”的时候，互动易平台上这家公司却出面表示：我们已经欠费停机了。这家连官网的运营费都支付不起的*ST华泽，背后有着一段令人心酸的境遇。 http://t.cn/RQCUPMH,10.42568585,官网 欠费 这家 178 A股 ,官网 欠费 心酸 A股 公司 
2018/1/19 9:26,https://weibo.com/1434387020/FF37mCLDz,20,26,4,微博 weibo.com,A股,#金融理财#发布了头条文章：《换手率在“T+0”操作中的应用》，市场的结构已经悄然发生了根本性的变化，A股市场从产生到现在27年的时间，也将越来越成熟，由股票基本面主导的行情就是市场越来越成熟的表现，而散户的资金占比和成交占比都会逐步下降 换手率在“T+0”操作中的应用,22.66499598,换手率 成熟 A股 27 应用 ,市场 占比 发布 A股 变化 
2018/1/19 20:46,https://weibo.com/1642634100/FF7zxtbuC,18,12,8,微博 weibo.com,A股,【富士康月底举行股东大会 讨论子公司内地A股上市事宜】富士康在通知中称，FII之所以选择在上海证券交易所上市，主要是因为中国内地的网络通信和云计算市场发展迅速。通过上市，FII能更好地吸引当地制造商，赢得更多商机，从而帮助公司拓展相关市场业务，并通过吸纳当地人才来强化富士康的全球竞争力。http://t.cn/RQCrk7Y,27.30268819,富士康 FII 上市 内地 A股 ,上市 内地 市场 子公司 强化 
2018/1/19 23:24,https://weibo.com/1651428902/FF8BFBlIx,17,22,0,21广场,A股,【开年后的A股，一种叫金融股，一种叫其他股，14天市值飙升1.2万亿！】A股市场这几天只有两种股票，一种叫金融股，一种叫其他股…7只银行股创历史新高…强势的不仅是银行股，整个金融板块的行情都起来了。金融股后市如何？开年后的A股，一种叫金融股，一种叫其他股，14天市值飙升1.2万亿！,6.855192093,A股 金融股 一种 14 1.2 ,金融股 起来 银行 A股 飙升 
2018/1/19 15:59,https://weibo.com/5511601349/FF5GRuZRK,90,452,0,皮皮时光机,A股,每一个在你生命里出现的人。股票都有原因，都有使命。股票推荐给了你温暖和勇气；A股你喜欢的人让你学会了爱和自持,11.36922606,A股 股票 自持 使命 勇气 ,股票 使命 喜欢 自持 勇气 
2018/1/19 11:14,https://weibo.com/1789788500/FF3Pq82oR,89,15,22,微博 weibo.com,A股,自由贸易港接力，这个热点机会不凸显，银行板块再度拉升，后续主力还会做多中字头基建股，因为在目前的A股市场当中，估值最低的除了银行板块就是中字头基建股，$中国建筑 sh601668$ 、$中国交建 sh601800$ 、中国中铁、中国中冶等等（欢迎评论提问，留下股票名称与成本，有问必答）,-8.657079984,字头 基建 有问必答 中国 A股 ,中国 银行 板块 留下 拉升 
2018/1/19 4:40,https://weibo.com/1801487174/FF1feA3kg,22,22,23,微博 weibo.com,A股,【A股上市公司将达3500家 创新能力强企业渐成生力军】随着1月17日美凯龙成功上市，沪市的上市公司数量达到了1400家。深市方面，截至1月18日，共有2095家上市公司。借力资本市场，上市公司不断做强做大。而监管层对于符合要求的、有发展潜力的优质企业通过资本市场做大做强一直以来都是予以支持的。比如，将发展直接融资特别是股权融资放在突出位置，拓展多层次、多元化、互补型股权融资渠道。创新制度安排，加大对符合国家发展战略、具有核心竞争力的高新技术企业和新经济新产业的支持力度。（证券日报） http://t.cn/RQK3lbA,70.26649593,上市公司 融资 企业 A股 3500 ,企业 融资 市场 支持 股权 
2018/1/19 20:58,https://weibo.com/5496322207/FF7Eoix8N,124,15,76,三星android智能手机,A股,[允悲]经典回顾，2016年6月15日A股入MSCI失败，看实力派当时怎么分析的，再去看看别的大V怎么分析。高低立显！[允悲][允悲][允悲] 我分享了6月15日大盘分析&amp;nbsp;补充版,19.81657375,允悲 15 分析 2016 A股 ,失败 分析 实力派 经典 回顾 
2018/1/19 18:08,https://weibo.com/2524921901/FF6xmoRMA,92,13,36,搜狗高速浏览器,A股,知道在我们大A股赚点有多么的不容易，看看这些大佬，处在如此的大牛市期间，证券公司的副总，动用如此大的数以亿元资金，获利5万元,-6.400048303,A股 赚点 数以 如此 大佬 ,证券公司 处在 大牛市 知道 资金 
2018/1/19 22:30,https://weibo.com/1664176597/FF8fGb8ib,23,17,18,微博 weibo.com,A股,【开年后的A股，一种叫金融股，一种叫其他股，14天市值飙升1.2万亿！】A股市场这几天只有两种股票，一种叫金融股，一种叫其他股……  进入2018年之后，A股走出了一轮许久未见的上涨行情，先收下纪录级别的十一连阳，在一根阴线之后，又走出四连阳。  A股的强势行情，金融股功不可没。工商银行、建设银行、农业银行大象级别的蓝筹股都突破了2007年牛市时期的历史高点，股价纷纷创下历史纪录。数据显示，年初以来短短14个交易日，银行板块市值增加了8700亿。如果算上券商和保险，整个金融板块市值飙升了1.2万亿元。http://t.cn/RQNxSEQ,23.86590365,A股 14 1.2 金融股 市值 ,行情 板块 市值 A股 级别 
2018/1/19 23:06,https://weibo.com/1621925910/FF8ucf2dC,65,19,6,360安全浏览器,A股,【小辛巴夜话3：沪港差价】中国石油的H股/A股溢价率为－47.21%；中国神华H/A溢价率为－24.6%；工商银行H/A溢价率为－17.59%；中国平安H/A溢价率为－1.8%；上海医药H/A溢价率为－29.84%……根据以往经验，当蓝筹股的A股价格全面超越H股价格时，标志着市场进入了牛市。,25.2863169,率为 溢价 H股 A股 小辛巴 ,H股 价格 溢价 A股 率为 
2018/1/19 8:34,https://weibo.com/2120098567/FF2MibXwS,46,24,7,微博 weibo.com,A股,"#财经头条文章# 【股市不是用来炒的是用来持有的】 #股海十一少谈股论金# #共享股票# 近期A股的走势每天都要比我们想像的要强,都超出我们的想像,所以在比我们预期的还要强的市场当中,我们去恐高和主动回避市场都是不可取的,我们说过一定要顺大势,跟随市场的趋势,这样才能赚到趋势的红利..昆凌 蛋糕 http://t.cn/RQ9wigt",3.992438835,我们 想像 用来 少谈 股论 ,市场 趋势 用来 股票 A股 
2018/1/19 23:25,https://weibo.com/1351346293/FF8C6dGlk,63,22,25,坚果手机 Pro,A股,赢了会所嫩模，输了下海干活是A股等赌场很流行的一句话。这就是句调侃，于我而言，肉体的快感很有限，因此是赢了仰望星空，输了琐碎平庸。有钱了，为的就是能够做一些不挣钱的美好事情。否则，生命就消耗在无意义的简单劳作之中。我这一年多最常做的噩梦就是一生一事无成。[摊手],5.060115089,所嫩模 A股 摊手 就是 一事无成 ,A股 挣钱 意义 消耗 事情 
2018/1/19 22:30,https://weibo.com/1680685707/FF8fyw56U,71,154,9,微博 weibo.com,A股,【A股各行业利润环比连增+同比暴增个股一览表，30家步入绩优股行列 】,8.725147883,A股 连增 30 绩优股 一览表 ,步入 一览表 行业 利润 A股 
2018/1/19 23:07,https://weibo.com/1649470535/FF8uKfU4D,62,127,5,Weibo.intl,A股,【A股各行业利润环比连增+同比暴增个股一览表，30家步入绩优股行列 】 （云财经）,11.12310395,A股 连增 30 绩优股 一览表 ,步入 一览表 行业 利润 A股 
2018/1/19 20:18,https://weibo.com/1875034341/FF7olm0uz,13,75,31,微博 weibo.com,A股,【A股银行业估值这么低，到底值不值得买？】分析师认为，A股银行板块估值从纵向看处于历史区间底部，和其他行业相比也是最低。在监管天花板确立以及银行净资产稳定性增强的情况下，银行股估值持续提升的基础已经形成。详见华尔街见闻网站和APP,5.608230324,A股 估值 银行 APP 值不值得 ,银行 估值 A股 纵向 净资产 
